---Action(ResourceType,ResourceKey,CultureCode,ResourceValue)   Action can either be InsertUpdate or Delete
"---If you need to comment out a line begin the line with at least two dashes ""--"""
---InsertUpdate|ResourceType|ResourceKey|CultureCode|ResourceValue
InsertUpdate|DiffuseSources|wpaggr.Methodology|en-GB|<p><em>Geographic Information System overlay</em></p><p>Agricultural nutrient emissions per river basin district (RBD) were distributed over the agricultural area of the RBD using a GIS overlay technique. The land cover distribution within each RBD was calculated by overlaying the river basin district map with the CORINE land cover map.</p><p><em>Comparability</em></p><p>Considerable spatial variation in emissions is apparent. The reasons for the differences are:</p><ol><li>The percentage of agriculture in the basin. RBDs with a low percentage of agricultural land tend to have lower agricultural emissions per ha of catchment than RBDs with a high percentage of agricultural land.</li><li>The variation in the type and management of agriculture across Europe.</li><li>The year or years over which emissions have been calculated will also have a strong influence, due to hydrological variation. P-emission is generally higher in years with high rainfall.</li><li>The method used to estimate the total agricultural load. As an example, some countries deduct a &ldquo;background load&rdquo; from the agricultural emissions, while others do not, but there are also other differences,</li><li>The retention in the basins, which depends a range of factors including geology and hydrology.</li></ol><p>The applied methodology is described in detail in the&nbsp;<a href='http://water.eionet.europa.eu/' >European Topic Centre for Water </a>(ETC/W) report which is available <a title='ETC/W report on diffuse maps not published by EEA' href='http://water.eionet.europa.eu/ETC_Reports/Report%20on%20maps%20with%20diffuse%20emissions.pdf' >here</a>.</p>
InsertUpdate|DiffuseSources|wpaggr.SourceData|en-GB|<p><em>Agricultural nutrient emissions</em></p><p>Information from a number of sources has been used: agricultural nutrient emissions information provided via the EEA&rsquo;s State of the Environment (SoE) test data exchange, WFD Article 5 reports, International River Basin Commissions reports, National Environment Agency websites and research papers.</p><p>Where more than one information source was available for the same RBD, the most recent one was preferred. The periods reported differ between sources, the oldest data covering 1986-92, the newest data from 2006. Some data represent single years, whilst other data represent an average over a number of years (typically 3-5 years).</p><p><em>Corine land Cover 2000</em></p><p><a href='http://dataservice.eea.europa.eu/dataservice/metadetails.asp?id=1007' >CLC2000 database version 9/2007</a></p><p><em>EU River Basin Districts (RBD)</em></p><p>The map was created before the publication of a first official version of the European RBD. Therefore a non-standard version of the RBD layer was used. For future updates of the map, the most recent RBD layer available at that point in time will be used to ensure a maximum consistency between the existing European datasets.</p><p>Detailed information concerning the datasets used is provided in the <a href='http://water.eionet.europa.eu/' >European Topic Centre for Water</a> (ETC/W) report which is available <a title='ETC/W report on diffuse maps not published by EEA' href='http://water.eionet.europa.eu/ETC_Reports/Report%20on%20maps%20with%20diffuse%20emissions.pdf' >here</a>.</p>
InsertUpdate|DiffuseSources|wpaggr.TitleFull|en-GB|Agricultural P loss to surface water bodies (in kg P/ha agricultural land area/year)
InsertUpdate|DiffuseSources|wpaggr.TitleShort|en-GB|Phosphorus loss from agriculture, kg per agricultural area
InsertUpdate|DiffuseSources|wprbd.GeneralInformation|en-GB|<p>The map shows the agricultural phosphorus (P) contribution to surface water in river basins of the EU per hectare of land area in the river basin district (RBD), where this information was available during first half of 2008.</p><p>The phosphorus losses are expressed in kg P per hectare of the river basin district (RBD) per year.</p>
InsertUpdate|DiffuseSources|wprbd.Methodology|en-GB|<p><em>Geographic Information System overlay</em></p><p>Agricultural nutrient emissions per river basin district (RBD) were distributed over the total area of the RBD using a GIS overlay technique.</p><p><em>Comparability</em></p><p>Considerable spatial variation in emissions is apparent. The reasons for the differences are:</p><ol><li>The percentage of agriculture in the basin. RBDs with a low percentage of agricultural land tend to have lower agricultural emissions per ha of catchment than RBDs with a high percentage of agricultural land.</li><li>The variation in the type and management of agriculture across Europe.</li><li>The year or years over which emissions have been calculated will also have a strong influence, due to hydrological variation. P-emission is generally higher in years with high rainfall.</li><li>The method used to estimate the total agricultural load. As an example, some countries deduct a &ldquo;background load&rdquo; from the agricultural emissions, while others do not, but there are also other differences,</li><li>The retention in the basins, which depends a range of factors including geology and hydrology.</li></ol><p>The applied methodology is described in detail in the&nbsp;<a href='http://water.eionet.europa.eu/' >European Topic Centre for Water </a>(ETC/W) report which is available <a title='ETC/W report on diffuse maps not published by EEA' href='http://water.eionet.europa.eu/ETC_Reports/Report%20on%20maps%20with%20diffuse%20emissions.pdf' >here</a>.</p>
InsertUpdate|DiffuseSources|wprbd.SourceData|en-GB|<p><em>Agricultural nutrient emissions</em></p><p>Information from a number of sources has been used: agricultural nutrient emissions information provided via the EEA&rsquo;s State of the Environment (SoE) test data exchange, WFD Article 5 reports, International River Basin Commissions reports, National Environment Agency websites and research papers.</p><p>Where more than one information source was available for the same RBD, the most recent one was preferred. The periods reported differ between sources, the oldest data covering 1986-92, the newest data from 2006. Some data represent single years, whilst other data represent an average over a number of years (typically 3-5 years).</p><p><em>Corine land Cover 2000</em></p><p><a href='http://dataservice.eea.europa.eu/dataservice/metadetails.asp?id=1007' >CLC2000 database version 9/2007</a></p><p><em>EU River Basin Districts (RBD)</em></p><p>The map was created before the publication of a first official version of the European RBD. Therefore a non-standard version of the RBD layer was used. For future updates of the map, the most recent RBD layer available at that point in time will be used to ensure a maximum consistency between the existing European datasets.</p><p>Detailed information concerning the datasets used is provided in the <a href='http://water.eionet.europa.eu/' >European Topic Centre for Water</a> (ETC/W) report which is available <a title='ETC/W report on diffuse maps not published by EEA' href='http://water.eionet.europa.eu/ETC_Reports/Report%20on%20maps%20with%20diffuse%20emissions.pdf' >here</a>.</p>
InsertUpdate|DiffuseSources|wprbd.TitleFull|en-GB|Agricultural P loss to surface water bodies (in kg P/ha RBD land area/year)
InsertUpdate|DiffuseSources|wprbd.TitleShort|en-GB|Phosphorus loss from agriculture, kg per total RBD area
InsertUpdate|DiffuseSources|wSubheadline|en-GB|<p>This section presently covers only a limited set of nutrient loss maps from agriculture to water bodies.</p><p>The data on releases of agricultural nutrient stem from a <em>range of different sources and data collection processes</em>. This includes in particular data collected for the EEA&rsquo;s State of the Environment report, reports from Member States in the context of the implementation of the Water Framework Directive, International River Basin Commission reports, National Environment Agency websites and research papers.</p><p>The data reported by countries reflect the use of a number of <em>different calculation methodologies</em> and are, typically, not directly comparable. Some approaches calculate or measure releases at the outlet of a catchment area (mouth) whilst others do so at the edge of the stream (edge). Large differences can arise between these two approaches due to in-stream nutrient processing.&nbsp;Best available and most recent data have been selected for preparing Europe wide maps but the data vary as to the reporting year. This is important since inter-annual variability in diffuse releases can be considerable, reflecting the variability in rainfall.</p><p><span style='color: #000000;'>Please note that <span style='color: #993300;'>the European Commission finalised a project</span> on the identification of releases from diffuse sources<span style='color: #993300;'> in 2013</span></span>. &nbsp;The maps will be made available here as soon as possible.&nbsp; The work is described in a <a href='docs/water_2013_background.pdf' target='_blank'>dissemination document </a>and the full findings detailed in a <a href='docs/water_report.pdf' target='_blank'>project report</a>.</p>
InsertUpdate|DiffuseSources|WATER_N_AtmosphericDeposition.TitleFull|en-GB|Nutrient-N emissions from atmospheric deposition, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_N_AtmosphericDeposition.TitleShort|en-GB|Nutrient-N emissions from atmospheric deposition (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_N_AtmosphericDeposition.GeneralInformation|en-GB|<p>The map shows Nutrient-N emissions to surface water from atmospheric deposition per River Basin District Subunit (RBDSU) level for the reference year 2010, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of Nutrient-N are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_N_AtmosphericDeposition.Methodology|en-GB|<p>The emissions per River Basin District Subunit area were calculated using following steps: For this study, the EMEP 50km x 50km grids where intersected with the River Basin District Subunits (RBDSUs) using different GIS functionalities. Based on the available input data from EMEP, for each RBDSU, the total flux was calculated. <br /> Calculation of the surface water area shares per RBDSU, where the surface is divided in a surface of water and not water (paved and unpaved) areas. The spatial data required for this purpose are described in section \"spatial allocation\". <br /> Calculation of the emission fluxes to the surface water per RBDSU based on the total EMEP fluxes per RBDSU (step 1) and the percentage of water surface (step 2) in the specific RBDSU. <br /> Emission per RBDSU = Flux_RBDSU x Share_surface_water_RBDSU</p>
InsertUpdate|DiffuseSources|WATER_N_AtmosphericDeposition.SourceData|en-GB|<p>Diffuse emissions of Nutrient-N to surface water from atmospheric deposition were spatially allocated to the RBDSU level based on the gridded data on atmospheric deposition available from the Precipitation Chemistry Database of the Co-operative Programme for the Monitoring and Evaluation of the Long-Range Transmission of Air Pollutants in Europe (<a href='http://www.emep.int/'>EMEP</a>) and CORINE Land Cover data. The diffuse Nutrient-N emissions were allocated to the RBDSU spatial level using GIS overlaying and visualization techniques. The used data are based on the EMEP Unified model revision 1.7, 50 km grid. The data used is described and available on the <a href='http://webdab.emep.int/Unified_Model_Results/'>EMEP (MSC-W modelled air concentrations and depositions)</a> website.</p> <h4>Emissions data</h4><p>Nutrient-N emissions to surface water from atmospheric deposition for the year 2010 are based on gridded data sets available from the Precipitation Chemistry Database of the Co-operative Programme for the Monitoring and Evaluation of the Long-Range Transmission of Air Pollutants in Europe (<a href='http://www.emep.int/'>EMEP</a>).</p><p>The methodology applied and data used is described on the <a href='http://webdab.emep.int/Unified_Model_Results/'>EMEP (MSC-W modelled air concentrations and depositions)</a> website.</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data'>CORINE Land Cover data</a> (<a href='E:\\01_Projekte\\08_E_PRTR_Water_diffuse\\07_Map_descriptions_Water_Diffus_\\05_UWWTP_Deposition\\00_Example_Map_Description_EPRTR_AIR_Diffuse\\shipping\\51eb60177a093293c7751a0006117203'>CLC<sub>2006</sub></a>, <a href='E:\\01_Projekte\\08_E_PRTR_Water_diffuse\\07_Map_descriptions_Water_Diffus_\\05_UWWTP_Deposition\\00_Example_Map_Description_EPRTR_AIR_Diffuse\\shipping\\4d6428fbdb7f3041963b1fb365a5fbdb'>CLC<sub>2000</sub></a> and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip'>CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries and to calculate the surface water areas by RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_CD_AtmosphericDeposition.TitleFull|en-GB|Cadmium emissions from atmospheric deposition, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_CD_AtmosphericDeposition.TitleShort|en-GB|Cadmium emissions from atmospheric deposition (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_CD_AtmosphericDeposition.GeneralInformation|en-GB|<p>The map shows cadmium emissions to surface water from atmospheric deposition per River Basin District Subunit (RBDSU) level for the reference year 2009, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of cadmium are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_CD_AtmosphericDeposition.Methodology|en-GB|<p>The emissions per River Basin District Subunit area were calculated using following steps:<br />For this study, the EMEP 50km x 50km grids where intersected with the River Basin District Subunits (RBDSUs) using different GIS functionalities. Based on the available input data from EMEP, for each RBDSU, the total flux was calculated. <br />Calculation of the surface water area shares per RBDSU, where the surface is divided in a surface of water and not water (paved and unpaved) areas. The spatial data required for this purpose are described in section \"spatial allocation\". <br />Calculation of the emission fluxes to the surface water per RBDSU based on the total EMEP fluxes per RBDSU (step 1) and the percentage of water surface (step 2) in the specific RBDSU.<br />Emission per RBDSU = Flux_RBDSU x Share_surface_water_RBDSU</p>
InsertUpdate|DiffuseSources|WATER_CD_AtmosphericDeposition.SourceData|en-GB|<p>Diffuse emissions of cadmium to surface water from atmospheric deposition were spatially allocated to the RBDSU level based on the gridded data on atmospheric deposition available from the Precipitation Chemistry Database of the Co-operative Programme for the Monitoring and Evaluation of the Long-Range Transmission of Air Pollutants in Europe (<a href ='http://www.emep.int/'>EMEP</a>) and CORINE Land Cover data. The diffuse cadmium emissions were allocated to the RBDSU spatial level using GIS overlaying and visualization techniques. The used data are based on the EMEP Unified model revision 1.7, 50 km grid and available from the <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a>, one of the international research Centres of <a href='http://www.emep.int/'>EMEP</a>.</p><p>Cadmium emissions to surface water from atmospheric deposition for the year 2009 are based on gridded data sets available <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a>, one of the international research Centres of  the Precipitation Chemistry Database of the Co-operative Programme for the Monitoring and Evaluation of the Long-Range Transmission of Air Pollutants in Europe (<a href='http://www.emep.int/'>EMEP</a>).</p><p>The methodology applied and data used was made available by the <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a> website.</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data'>CORINE Land Cover data</a> (<a href='../../05_UWWTP_Deposition/00_Example_Map_Description_EPRTR_AIR_Diffuse/shipping/51eb60177a093293c7751a0006117203'>CLC<sub>2006</sub></a>, <a href='../../05_UWWTP_Deposition/00_Example_Map_Description_EPRTR_AIR_Diffuse/shipping/4d6428fbdb7f3041963b1fb365a5fbdb'>CLC<sub>2000</sub></a> and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip'>CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries and to calculate the surface water areas by RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_PB_AtmosphericDeposition.TitleFull|en-GB|Lead emissions from atmospheric deposition, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_PB_AtmosphericDeposition.TitleShort|en-GB|Lead emissions from atmospheric deposition (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_PB_AtmosphericDeposition.GeneralInformation|en-GB|<p>The map shows lead emissions to surface water from atmospheric deposition per River Basin District Subunit (RBDSU) level for the reference year 2009, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of lead are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_PB_AtmosphericDeposition.Methodology|en-GB|<p>The emissions per River Basin District Subunit area were calculated using following steps: For this study, the EMEP 50km x 50km grids where intersected with the River Basin District Subunits (RBDSUs) using different GIS functionalities. Based on the available input data from EMEP, for each RBDSU, the total flux was calculated. <br />Calculation of the surface water area shares per RBDSU, where the surface is divided in a surface of water and not water (paved and unpaved) areas. The spatial data required for this purpose are described in section \"spatial allocation\". <br />Calculation of the emission fluxes to the surface water per RBDSU based on the total EMEP fluxes per RBDSU (step 1) and the percentage of water surface (step 2) in the specific RBDSU. <br />Emission per RBDSU = Flux_RBDSU x Share_surface_water_RBDSU</p>
InsertUpdate|DiffuseSources|WATER_PB_AtmosphericDeposition.SourceData|en-GB|<p>Diffuse emissions of lead to surface water from atmospheric deposition were spatially allocated to the RBDSU level based on the gridded data on atmospheric deposition available from the Precipitation Chemistry Database of the Co-operative Programme for the Monitoring and Evaluation of the Long-Range Transmission of Air Pollutants in Europe (<a href='http://www.emep.int/'>EMEP</a>) and CORINE Land Cover data. The diffuse cadmium emissions were allocated to the RBDSU spatial level using GIS overlaying and visualization techniques. The used data are based on the EMEP Unified model revision 1.7, 50 km grid and available from the <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a>, one of the international research Centres of <a href='http://www.emep.int/'>EMEP</a>.</p><h4>Emissions data</h4><p>Lead emissions to surface water from atmospheric deposition for the year 2009 are based on gridded data sets available from the <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a>, one of the international research Centres of  the Precipitation Chemistry Database of the Co-operative Programme for the Monitoring and Evaluation of the Long-Range Transmission of Air Pollutants in Europe (<a href='http://www.emep.int/'>EMEP</a>).</p><p>The methodology applied and data used was made available by the <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a> website.</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data'>CORINE Land Cover data</a> (<a href='../../05_UWWTP_Deposition/00_Example_Map_Description_EPRTR_AIR_Diffuse/shipping/51eb60177a093293c7751a0006117203'>CLC<sub>2006</sub></a>, <a href='../../05_UWWTP_Deposition/00_Example_Map_Description_EPRTR_AIR_Diffuse/shipping/4d6428fbdb7f3041963b1fb365a5fbdb'>CLC<sub>2000</sub></a> and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip'>CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries and to calculate the surface water areas by RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_HG_AtmosphericDeposition.TitleFull|en-GB|Mercury emissions from atmospheric deposition, load to surface water (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_HG_AtmosphericDeposition.TitleShort|en-GB|Mercury emissions from atmospheric deposition (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_HG_AtmosphericDeposition.GeneralInformation|en-GB|<p>The map shows mercury emissions to surface water from atmospheric deposition per River Basin District Subunit (RBDSU) level for the reference year 2009, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of mercury are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_HG_AtmosphericDeposition.Methodology|en-GB|<p>The emissions per River Basin District Subunit area were calculated using following steps: <br />For this study, the EMEP 50km x 50km grids where intersected with the River Basin District Subunits (RBDSUs) using different GIS functionalities. Based on the available input data from EMEP, for each RBDSU, the total flux was calculated. <br />Calculation of the surface water area shares per RBDSU, where the surface is divided in a surface of water and not water (paved and unpaved) areas. The spatial data required for this purpose are described in section \"spatial allocation\". <br />Calculation of the emission fluxes to the surface water per RBDSU based on the total EMEP fluxes per RBDSU (step 1) and the percentage of water surface (step 2) in the specific RBDSU. <br />Emission per RBDSU = Flux_RBDSU x Share_surface_water_RBDSU</p>
InsertUpdate|DiffuseSources|WATER_HG_AtmosphericDeposition.SourceData|en-GB|<p>Diffuse emissions of mercury to surface water from atmospheric deposition were spatially allocated to the RBDSU level based on the gridded data on atmospheric deposition available from the Precipitation Chemistry Database of the Co-operative Programme for the Monitoring and Evaluation of the Long-Range Transmission of Air Pollutants in Europe (<a href='http://www.emep.int/'>EMEP</a>) and CORINE Land Cover data. The diffuse cadmium emissions were allocated to the RBDSU spatial level using GIS overlaying and visualization techniques. The used data are based on the EMEP Unified model revision 1.7, 50 km grid and available from the <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a>, one of the international research Centres of <a href='http://www.emep.int/'>EMEP</a>.</p><h4>Emissions data</h4><p>Mercury emissions to surface water from atmospheric deposition for the year 2009 are based on gridded data sets available from the <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a>, one of the international research Centres of  the Precipitation Chemistry Database of the Co-operative Programme for the Monitoring and Evaluation of the Long-Range Transmission of Air Pollutants in Europe (<a href='http://www.emep.int/'>EMEP</a>).</p><p>The methodology applied and data used was made available by the <a href='http://www.msceast.org/'>Meteorological Synthesizing Centre - East (MCS-E)</a> website.</p><h4>Land use data</h4><p><a href='http://www.eea.europa.eu/data-and-maps/data'>CORINE Land Cover data</a> (<a href='../../05_UWWTP_Deposition/00_Example_Map_Description_EPRTR_AIR_Diffuse/shipping/51eb60177a093293c7751a0006117203'>CLC<sub>2006</sub></a>, <a href='../../05_UWWTP_Deposition/00_Example_Map_Description_EPRTR_AIR_Diffuse/shipping/4d6428fbdb7f3041963b1fb365a5fbdb'>CLC<sub>2000</sub></a> and <a href='http://www.bfs.admin.ch/bfs/portal/de/index/dienstleistungen/geostat/datenbeschreibung/corine_land_cover.parsys.0003.downloadList.34866.DownloadFile.tmp/clcbn85.zip'>CLC<sub>CH1990</sub> for Switzerland</a>) are merged in order to cover all EU27 and EFTA4 countries and to calculate the surface water areas by RBDSU.</p>
InsertUpdate|DiffuseSources|WATER_P_Agriculture.TitleFull|en-GB|Nutrient-P emissions from agriculture, load to surface water (kg/ha surface water RBDSU) 
InsertUpdate|DiffuseSources|WATER_P_Agriculture.TitleShort|en-GB|Nutrient-P emissions from agriculture (kg/ha surface water RBDSU)
InsertUpdate|DiffuseSources|WATER_P_Agriculture.GeneralInformation|en-GB|<p>The map shows Nutrient-P emissions to surface water from agriculture per River Basin District Subunit (RBDSU) level for the reference year 2005, for EU27 and EFTA countries with available data in 2013. Diffuse emissions of Nutrient-P are expressed in load to surface water (kg/ha surface water) per RBDSU.</p>
